disease1,disease2,locus,gene_id,chr,start,end,gene_biotype
p131342,p131872,block1245,ENSG00000204856,12,110906169,110928190,protein_coding
p131342,p131872,block1245,ENSG00000111237,12,110928902,110939922,protein_coding
p131342,p131872,block1245,ENSG00000151164,12,110939460,110969891,protein_coding
p131342,p131872,block1245,ENSG00000196850,12,110969120,111021125,protein_coding
p131342,p131872,block1245,ENSG00000204852,12,111051832,111087235,protein_coding
p131342,p131872,block1245,ENSG00000122986,12,111065646,111142755,protein_coding
p131342,p131872,block1245,ENSG00000221246,12,111070409,111070498,miRNA
p131342,p131872,block1245,ENSG00000186298,12,111157485,111180744,protein_coding
p131342,p131872,block1245,ENSG00000257268,12,111269583,111283767,lincRNA
p131342,p131872,block1245,ENSG00000173093,12,111284573,111345339,protein_coding
p131342,p131872,block1245,ENSG00000111245,12,111348623,111358526,protein_coding
p131342,p131872,block1245,ENSG00000185847,12,111374389,111396012,lincRNA
p131342,p131872,block1245,ENSG00000258240,12,111389487,111395616,lincRNA
p131342,p131872,block1245,ENSG00000111249,12,111471828,111788358,protein_coding
p131342,p131872,block1245,ENSG00000221259,12,111511772,111511893,miRNA
p131342,p131872,block1245,ENSG00000221386,12,111740604,111740703,miRNA
p131342,p131872,block1245,ENSG00000198324,12,111798455,111806925,protein_coding
p131342,p131872,block1245,ENSG00000257595,12,111807086,111841114,lincRNA
p131342,p131872,block1245,ENSG00000111252,12,111843752,111889427,protein_coding
p131342,p131872,block1245,ENSG00000204842,12,111890018,112037480,protein_coding
p131342,p131872,block1245,ENSG00000266269,12,111925282,111925382,miRNA
p131342,p131872,block1245,ENSG00000258099,12,112037302,112038060,antisense
p131342,p131872,block1245,ENSG00000089234,12,112079950,112123790,protein_coding
p131342,p131872,block1245,ENSG00000111271,12,112123857,112194903,protein_coding
p131342,p131872,block1245,ENSG00000257767,12,112191694,112229222,protein_coding
p131342,p131872,block1245,ENSG00000111275,12,112204691,112247782,protein_coding
p131342,p131872,block1245,ENSG00000257877,12,112250597,112251224,lincRNA
p131342,p131872,block1245,ENSG00000234608,12,112277571,112280706,lincRNA
p131342,p131872,block1245,ENSG00000089022,12,112279782,112334343,protein_coding
p131342,p131872,block1245,ENSG00000270018,12,112335140,112335710,lincRNA
p131342,p131872,block1245,ENSG00000198270,12,112369086,112450970,protein_coding
p131342,p131872,block1245,ENSG00000089248,12,112451120,112461255,protein_coding
p131342,p131872,block1245,ENSG00000111300,12,112464500,112546826,protein_coding
p131342,p131872,block1245,ENSG00000266370,12,112475403,112475519,miRNA
p131342,p131872,block1245,ENSG00000258323,12,112501713,112503559,antisense
p131342,p131872,block1245,ENSG00000135148,12,112563305,112591407,protein_coding
p131342,p131872,block1245,ENSG00000173064,12,112597992,112819896,protein_coding
p131342,p131872,block1245,ENSG00000257494,12,112694604,112696895,antisense
p131342,p131872,block1245,ENSG00000089009,12,112842994,112856642,protein_coding
p131342,p131872,block1245,ENSG00000179295,12,112856155,112947717,protein_coding
p131342,p131872,block1245,ENSG00000221560,12,113132839,113132981,miRNA
p131354,p131872,block1245,ENSG00000139437,12,110338069,110421646,protein_coding
p131354,p131872,block1245,ENSG00000139436,12,110367607,110434194,protein_coding
p131354,p131872,block1245,ENSG00000076513,12,110436991,110477568,protein_coding
p131354,p131872,block1245,ENSG00000174456,12,110465872,110511491,protein_coding
p131354,p131872,block1245,ENSG00000122970,12,110562140,110656602,protein_coding
p131354,p131872,block1245,ENSG00000174437,12,110718561,110788898,protein_coding
p131354,p131872,block1245,ENSG00000196510,12,110810705,110841535,protein_coding
p131354,p131872,block1245,ENSG00000111229,12,110872630,110888227,protein_coding
p131354,p131872,block1245,ENSG00000111231,12,110890289,110907073,protein_coding
p131354,p131872,block1245,ENSG00000204856,12,110906169,110928190,protein_coding
p131354,p131872,block1245,ENSG00000111237,12,110928902,110939922,protein_coding
p131354,p131872,block1245,ENSG00000151164,12,110939460,110969891,protein_coding
p131354,p131872,block1245,ENSG00000196850,12,110969120,111021125,protein_coding
p131354,p131872,block1245,ENSG00000204852,12,111051832,111087235,protein_coding
p131354,p131872,block1245,ENSG00000122986,12,111065646,111142755,protein_coding
p131354,p131872,block1245,ENSG00000221246,12,111070409,111070498,miRNA
p131354,p131872,block1245,ENSG00000186298,12,111157485,111180744,protein_coding
p131354,p131872,block1245,ENSG00000257268,12,111269583,111283767,lincRNA
p131354,p131872,block1245,ENSG00000173093,12,111284573,111345339,protein_coding
p131354,p131872,block1245,ENSG00000111245,12,111348623,111358526,protein_coding
p131354,p131872,block1245,ENSG00000185847,12,111374389,111396012,lincRNA
p131354,p131872,block1245,ENSG00000258240,12,111389487,111395616,lincRNA
p131354,p131872,block1245,ENSG00000111249,12,111471828,111788358,protein_coding
p131354,p131872,block1245,ENSG00000221259,12,111511772,111511893,miRNA
p131354,p131872,block1245,ENSG00000221386,12,111740604,111740703,miRNA
p131354,p131872,block1245,ENSG00000198324,12,111798455,111806925,protein_coding
p131354,p131872,block1245,ENSG00000257595,12,111807086,111841114,lincRNA
p131354,p131872,block1245,ENSG00000111252,12,111843752,111889427,protein_coding
p131354,p131872,block1245,ENSG00000204842,12,111890018,112037480,protein_coding
p131354,p131872,block1245,ENSG00000266269,12,111925282,111925382,miRNA
p131354,p131872,block1245,ENSG00000258099,12,112037302,112038060,antisense
p131354,p131872,block1245,ENSG00000089234,12,112079950,112123790,protein_coding
p131354,p131872,block1245,ENSG00000111271,12,112123857,112194903,protein_coding
p131354,p131872,block1245,ENSG00000257767,12,112191694,112229222,protein_coding
p131354,p131872,block1245,ENSG00000111275,12,112204691,112247782,protein_coding
p131354,p131872,block1245,ENSG00000257877,12,112250597,112251224,lincRNA
p131354,p131872,block1245,ENSG00000234608,12,112277571,112280706,lincRNA
p131354,p131872,block1245,ENSG00000089022,12,112279782,112334343,protein_coding
p131354,p131872,block1245,ENSG00000270018,12,112335140,112335710,lincRNA
p131354,p131872,block1245,ENSG00000198270,12,112369086,112450970,protein_coding
p131354,p131872,block1245,ENSG00000089248,12,112451120,112461255,protein_coding
p131354,p131872,block1245,ENSG00000111300,12,112464500,112546826,protein_coding
p131354,p131872,block1245,ENSG00000266370,12,112475403,112475519,miRNA
p131354,p131872,block1245,ENSG00000258323,12,112501713,112503559,antisense
p131354,p131872,block1245,ENSG00000135148,12,112563305,112591407,protein_coding
p131354,p131872,block1245,ENSG00000173064,12,112597992,112819896,protein_coding
p131354,p131872,block1245,ENSG00000257494,12,112694604,112696895,antisense
p131354,p131872,block1245,ENSG00000089009,12,112842994,112856642,protein_coding
p131354,p131872,block1245,ENSG00000179295,12,112856155,112947717,protein_coding
p131354,p131872,block1245,ENSG00000221560,12,113132839,113132981,miRNA
p131872,p131964,block1245,ENSG00000139437,12,110338069,110421646,protein_coding
p131872,p131964,block1245,ENSG00000139436,12,110367607,110434194,protein_coding
p131872,p131964,block1245,ENSG00000076513,12,110436991,110477568,protein_coding
p131872,p131964,block1245,ENSG00000174456,12,110465872,110511491,protein_coding
p131872,p131964,block1245,ENSG00000122970,12,110562140,110656602,protein_coding
p131872,p131964,block1245,ENSG00000174437,12,110718561,110788898,protein_coding
p131872,p131964,block1245,ENSG00000196510,12,110810705,110841535,protein_coding
p131872,p131964,block1245,ENSG00000111229,12,110872630,110888227,protein_coding
p131872,p131964,block1245,ENSG00000111231,12,110890289,110907073,protein_coding
p131872,p131964,block1245,ENSG00000204856,12,110906169,110928190,protein_coding
p131872,p131964,block1245,ENSG00000111237,12,110928902,110939922,protein_coding
p131872,p131964,block1245,ENSG00000151164,12,110939460,110969891,protein_coding
p131872,p131964,block1245,ENSG00000196850,12,110969120,111021125,protein_coding
p131872,p131964,block1245,ENSG00000204852,12,111051832,111087235,protein_coding
p131872,p131964,block1245,ENSG00000122986,12,111065646,111142755,protein_coding
p131872,p131964,block1245,ENSG00000221246,12,111070409,111070498,miRNA
p131872,p131964,block1245,ENSG00000186298,12,111157485,111180744,protein_coding
p131872,p131964,block1245,ENSG00000257268,12,111269583,111283767,lincRNA
p131872,p131964,block1245,ENSG00000173093,12,111284573,111345339,protein_coding
p131872,p131964,block1245,ENSG00000111245,12,111348623,111358526,protein_coding
p131872,p131964,block1245,ENSG00000185847,12,111374389,111396012,lincRNA
p131872,p131964,block1245,ENSG00000258240,12,111389487,111395616,lincRNA
p131872,p131964,block1245,ENSG00000111249,12,111471828,111788358,protein_coding
p131872,p131964,block1245,ENSG00000221259,12,111511772,111511893,miRNA
p131872,p131964,block1245,ENSG00000221386,12,111740604,111740703,miRNA
p131872,p131964,block1245,ENSG00000198324,12,111798455,111806925,protein_coding
p131872,p131964,block1245,ENSG00000257595,12,111807086,111841114,lincRNA
p131872,p131964,block1245,ENSG00000111252,12,111843752,111889427,protein_coding
p131872,p131964,block1245,ENSG00000204842,12,111890018,112037480,protein_coding
p131872,p131964,block1245,ENSG00000266269,12,111925282,111925382,miRNA
p131872,p131964,block1245,ENSG00000258099,12,112037302,112038060,antisense
p131872,p131964,block1245,ENSG00000089234,12,112079950,112123790,protein_coding
p131872,p131964,block1245,ENSG00000111271,12,112123857,112194903,protein_coding
p131872,p131964,block1245,ENSG00000257767,12,112191694,112229222,protein_coding
p131872,p131964,block1245,ENSG00000111275,12,112204691,112247782,protein_coding
p131872,p131964,block1245,ENSG00000257877,12,112250597,112251224,lincRNA
p131872,p131964,block1245,ENSG00000234608,12,112277571,112280706,lincRNA
p131872,p131964,block1245,ENSG00000089022,12,112279782,112334343,protein_coding
p131872,p131964,block1245,ENSG00000270018,12,112335140,112335710,lincRNA
p131872,p131964,block1245,ENSG00000198270,12,112369086,112450970,protein_coding
p131872,p131964,block1245,ENSG00000089248,12,112451120,112461255,protein_coding
p131872,p131964,block1245,ENSG00000111300,12,112464500,112546826,protein_coding
p131872,p131964,block1245,ENSG00000266370,12,112475403,112475519,miRNA
p131872,p131964,block1245,ENSG00000258323,12,112501713,112503559,antisense
p131872,p131964,block1245,ENSG00000135148,12,112563305,112591407,protein_coding
p131872,p131964,block1245,ENSG00000173064,12,112597992,112819896,protein_coding
p131872,p131964,block1245,ENSG00000257494,12,112694604,112696895,antisense
p131872,p131964,block1245,ENSG00000089009,12,112842994,112856642,protein_coding
p131872,p131964,block1245,ENSG00000179295,12,112856155,112947717,protein_coding
p131872,p131964,block1245,ENSG00000221560,12,113132839,113132981,miRNA
p130708,p131180,block855,ENSG00000183638,8,10463859,10569697,protein_coding
p130708,p131180,block855,ENSG00000263762,8,10524488,10524580,miRNA
p130708,p131180,block855,ENSG00000171060,8,10530147,10558103,protein_coding
p130708,p131180,block855,ENSG00000171056,8,10581278,10697357,protein_coding
p130708,p131180,block855,ENSG00000258724,8,10582909,10697357,protein_coding
p130708,p131180,block855,ENSG00000248896,8,10586824,10628902,antisense
p130708,p131180,block855,ENSG00000254093,8,10622473,10697394,protein_coding
p130708,p131180,block855,ENSG00000253695,8,10698086,10704011,antisense
p130708,p131180,block855,ENSG00000171044,8,10753555,11058875,protein_coding
p130708,p131180,block855,ENSG00000207600,8,10892716,10892812,miRNA
p130708,p131180,block855,ENSG00000254839,8,10920157,10924599,lincRNA
p130708,p131180,block855,ENSG00000215346,8,10983980,10987745,protein_coding
p130708,p131180,block855,ENSG00000270076,8,11060474,11061180,lincRNA
p130708,p131180,block855,ENSG00000236827,8,11105135,11125374,lincRNA
p130708,p131180,block855,ENSG00000104643,8,11141925,11185646,protein_coding
p130708,p131180,block855,ENSG00000246477,8,11173374,11182938,antisense
p130708,p131180,block855,ENSG00000177710,8,11188397,11189717,protein_coding
p130708,p131180,block855,ENSG00000255020,8,11203257,11205011,antisense
p130708,p131306,block855,ENSG00000183638,8,10463859,10569697,protein_coding
p130708,p131306,block855,ENSG00000263762,8,10524488,10524580,miRNA
p130708,p131306,block855,ENSG00000171060,8,10530147,10558103,protein_coding
p130708,p131306,block855,ENSG00000171056,8,10581278,10697357,protein_coding
p130708,p131306,block855,ENSG00000258724,8,10582909,10697357,protein_coding
p130708,p131306,block855,ENSG00000248896,8,10586824,10628902,antisense
p130708,p131306,block855,ENSG00000254093,8,10622473,10697394,protein_coding
p130708,p131306,block855,ENSG00000253695,8,10698086,10704011,antisense
p130708,p131306,block855,ENSG00000171044,8,10753555,11058875,protein_coding
p130708,p131306,block855,ENSG00000207600,8,10892716,10892812,miRNA
p130708,p131306,block855,ENSG00000254839,8,10920157,10924599,lincRNA
p130708,p131306,block855,ENSG00000215346,8,10983980,10987745,protein_coding
p130708,p131306,block855,ENSG00000270076,8,11060474,11061180,lincRNA
p130708,p131306,block855,ENSG00000236827,8,11105135,11125374,lincRNA
p130708,p131306,block855,ENSG00000104643,8,11141925,11185646,protein_coding
p130708,p131306,block855,ENSG00000246477,8,11173374,11182938,antisense
p130708,p131306,block855,ENSG00000177710,8,11188397,11189717,protein_coding
p130708,p131306,block855,ENSG00000255020,8,11203257,11205011,antisense
p130722,p130820,block855,ENSG00000183638,8,10463859,10569697,protein_coding
p130722,p130820,block855,ENSG00000263762,8,10524488,10524580,miRNA
p130722,p130820,block855,ENSG00000171060,8,10530147,10558103,protein_coding
p130722,p130820,block855,ENSG00000171056,8,10581278,10697357,protein_coding
p130722,p130820,block855,ENSG00000258724,8,10582909,10697357,protein_coding
p130722,p130820,block855,ENSG00000248896,8,10586824,10628902,antisense
p130722,p130820,block855,ENSG00000254093,8,10622473,10697394,protein_coding
p130722,p130820,block855,ENSG00000253695,8,10698086,10704011,antisense
p130722,p130820,block855,ENSG00000171044,8,10753555,11058875,protein_coding
p130722,p130820,block855,ENSG00000207600,8,10892716,10892812,miRNA
p130722,p130820,block855,ENSG00000254839,8,10920157,10924599,lincRNA
p130722,p130820,block855,ENSG00000215346,8,10983980,10987745,protein_coding
p130722,p130820,block855,ENSG00000270076,8,11060474,11061180,lincRNA
p130722,p130820,block855,ENSG00000236827,8,11105135,11125374,lincRNA
p130722,p130820,block855,ENSG00000104643,8,11141925,11185646,protein_coding
p130722,p130820,block855,ENSG00000246477,8,11173374,11182938,antisense
p130722,p130820,block855,ENSG00000177710,8,11188397,11189717,protein_coding
p130722,p130820,block855,ENSG00000255020,8,11203257,11205011,antisense
p130826,p131036,block855,ENSG00000183638,8,10463859,10569697,protein_coding
p130826,p131036,block855,ENSG00000263762,8,10524488,10524580,miRNA
p130826,p131036,block855,ENSG00000171060,8,10530147,10558103,protein_coding
p130826,p131036,block855,ENSG00000171056,8,10581278,10697357,protein_coding
p130826,p131036,block855,ENSG00000258724,8,10582909,10697357,protein_coding
p130826,p131036,block855,ENSG00000248896,8,10586824,10628902,antisense
p130826,p131036,block855,ENSG00000254093,8,10622473,10697394,protein_coding
p130826,p131036,block855,ENSG00000253695,8,10698086,10704011,antisense
p130826,p131036,block855,ENSG00000171044,8,10753555,11058875,protein_coding
p130826,p131036,block855,ENSG00000207600,8,10892716,10892812,miRNA
p130826,p131036,block855,ENSG00000254839,8,10920157,10924599,lincRNA
p130826,p131036,block855,ENSG00000215346,8,10983980,10987745,protein_coding
p130826,p131036,block855,ENSG00000270076,8,11060474,11061180,lincRNA
p130826,p131036,block855,ENSG00000236827,8,11105135,11125374,lincRNA
p130826,p131036,block855,ENSG00000104643,8,11141925,11185646,protein_coding
p130826,p131036,block855,ENSG00000246477,8,11173374,11182938,antisense
p130826,p131036,block855,ENSG00000177710,8,11188397,11189717,protein_coding
p130826,p131036,block855,ENSG00000255020,8,11203257,11205011,antisense
p131056,p131282,block855,ENSG00000183638,8,10463859,10569697,protein_coding
p131056,p131282,block855,ENSG00000263762,8,10524488,10524580,miRNA
p131056,p131282,block855,ENSG00000171060,8,10530147,10558103,protein_coding
p131056,p131282,block855,ENSG00000171056,8,10581278,10697357,protein_coding
p131056,p131282,block855,ENSG00000258724,8,10582909,10697357,protein_coding
p131056,p131282,block855,ENSG00000248896,8,10586824,10628902,antisense
p131056,p131282,block855,ENSG00000254093,8,10622473,10697394,protein_coding
p131056,p131282,block855,ENSG00000253695,8,10698086,10704011,antisense
p131056,p131282,block855,ENSG00000171044,8,10753555,11058875,protein_coding
p131056,p131282,block855,ENSG00000207600,8,10892716,10892812,miRNA
p131056,p131282,block855,ENSG00000254839,8,10920157,10924599,lincRNA
p131056,p131282,block855,ENSG00000215346,8,10983980,10987745,protein_coding
p131056,p131282,block855,ENSG00000270076,8,11060474,11061180,lincRNA
p131056,p131282,block855,ENSG00000236827,8,11105135,11125374,lincRNA
p131056,p131282,block855,ENSG00000104643,8,11141925,11185646,protein_coding
p131056,p131282,block855,ENSG00000246477,8,11173374,11182938,antisense
p131056,p131282,block855,ENSG00000177710,8,11188397,11189717,protein_coding
p131056,p131282,block855,ENSG00000255020,8,11203257,11205011,antisense
p131374,p131602,block855,ENSG00000183638,8,10463859,10569697,protein_coding
p131374,p131602,block855,ENSG00000263762,8,10524488,10524580,miRNA
p131374,p131602,block855,ENSG00000171060,8,10530147,10558103,protein_coding
p131374,p131602,block855,ENSG00000171056,8,10581278,10697357,protein_coding
p131374,p131602,block855,ENSG00000258724,8,10582909,10697357,protein_coding
p131374,p131602,block855,ENSG00000248896,8,10586824,10628902,antisense
p131374,p131602,block855,ENSG00000254093,8,10622473,10697394,protein_coding
p131374,p131602,block855,ENSG00000253695,8,10698086,10704011,antisense
p131374,p131602,block855,ENSG00000171044,8,10753555,11058875,protein_coding
p131374,p131602,block855,ENSG00000207600,8,10892716,10892812,miRNA
p131374,p131602,block855,ENSG00000254839,8,10920157,10924599,lincRNA
p131374,p131602,block855,ENSG00000215346,8,10983980,10987745,protein_coding
p131374,p131602,block855,ENSG00000270076,8,11060474,11061180,lincRNA
p131374,p131602,block855,ENSG00000236827,8,11105135,11125374,lincRNA
p131374,p131602,block855,ENSG00000104643,8,11141925,11185646,protein_coding
p131374,p131602,block855,ENSG00000246477,8,11173374,11182938,antisense
p131374,p131602,block855,ENSG00000177710,8,11188397,11189717,protein_coding
p131374,p131602,block855,ENSG00000255020,8,11203257,11205011,antisense
p131538,p131636,block287,ENSG00000260902,3,14840838,14852921,lincRNA
p131538,p131636,block287,ENSG00000154783,3,14860469,14975895,protein_coding
p131538,p131636,block287,ENSG00000225733,3,14961854,14989931,antisense
p131538,p131636,block287,ENSG00000177463,3,14989091,15095107,protein_coding
p131538,p131636,block287,ENSG00000131368,3,15083967,15106842,protein_coding
p131538,p131636,block287,ENSG00000131381,3,15111580,15140670,protein_coding
p131538,p131636,block287,ENSG00000221424,3,15175890,15176037,miRNA
p131538,p131636,block287,ENSG00000131375,3,15247659,15294425,protein_coding
p131538,p131636,block287,ENSG00000224660,3,15295691,15306000,antisense
p131538,p131636,block287,ENSG00000131370,3,15296360,15382875,protein_coding
p131538,p131636,block287,ENSG00000206562,3,15422782,15482073,protein_coding
p131538,p131636,block287,ENSG00000144597,3,15468862,15484120,protein_coding
p131538,p131636,block287,ENSG00000249786,3,15477678,15493109,antisense
p131538,p131636,block287,ENSG00000206561,3,15491640,15563258,protein_coding
p131538,p131636,block287,ENSG00000263573,3,15537746,15537815,miRNA
p131538,p131636,block287,ENSG00000131373,3,15602211,15643338,protein_coding
p131538,p131636,block287,ENSG00000169814,3,15642848,15687329,protein_coding
p131538,p131636,block287,ENSG00000206560,3,15708743,15901278,protein_coding
p131538,p131636,block287,ENSG00000264354,3,15738805,15738878,miRNA
p131538,p131636,block287,ENSG00000207815,3,15915278,15915356,miRNA
p131538,p131636,block287,ENSG00000131386,3,16216156,16273499,protein_coding
p131304,p131306,block734,ENSG00000112499,6,160592093,160698670,protein_coding
p131304,p131306,block734,ENSG00000230234,6,160693649,160697162,lincRNA
p131304,p131306,block734,ENSG00000146477,6,160769300,160876014,protein_coding
p131304,p131306,block734,ENSG00000198670,6,160952515,161087407,protein_coding
p131304,p131306,block734,ENSG00000224477,6,161119320,161121664,lincRNA
p131304,p131306,block734,ENSG00000122194,6,161123270,161174347,protein_coding
p131304,p131306,block734,ENSG00000224371,6,161293920,161339681,lincRNA
p131304,p131306,block734,ENSG00000233342,6,161347401,161348194,lincRNA
p131304,p131306,block734,ENSG00000231863,6,161352112,161390803,antisense
p131304,p131306,block734,ENSG00000272841,6,161411350,161413374,antisense
p131304,p131306,block734,ENSG00000085511,6,161412759,161538417,protein_coding
p131304,p131306,block734,ENSG00000026652,6,161551011,161695093,protein_coding
p131304,p131306,block734,ENSG00000221021,6,162036098,162036191,miRNA
p131304,p131324,block734,ENSG00000112499,6,160592093,160698670,protein_coding
p131304,p131324,block734,ENSG00000230234,6,160693649,160697162,lincRNA
p131304,p131324,block734,ENSG00000146477,6,160769300,160876014,protein_coding
p131304,p131324,block734,ENSG00000198670,6,160952515,161087407,protein_coding
p131304,p131324,block734,ENSG00000224477,6,161119320,161121664,lincRNA
p131304,p131324,block734,ENSG00000122194,6,161123270,161174347,protein_coding
p131304,p131324,block734,ENSG00000224371,6,161293920,161339681,lincRNA
p131304,p131324,block734,ENSG00000233342,6,161347401,161348194,lincRNA
p131304,p131324,block734,ENSG00000231863,6,161352112,161390803,antisense
p131304,p131324,block734,ENSG00000272841,6,161411350,161413374,antisense
p131304,p131324,block734,ENSG00000085511,6,161412759,161538417,protein_coding
p131304,p131324,block734,ENSG00000026652,6,161551011,161695093,protein_coding
p131304,p131324,block734,ENSG00000221021,6,162036098,162036191,miRNA
p131304,p131354,block734,ENSG00000112499,6,160592093,160698670,protein_coding
p131304,p131354,block734,ENSG00000230234,6,160693649,160697162,lincRNA
p131304,p131354,block734,ENSG00000146477,6,160769300,160876014,protein_coding
p131304,p131354,block734,ENSG00000198670,6,160952515,161087407,protein_coding
p131304,p131354,block734,ENSG00000224477,6,161119320,161121664,lincRNA
p131304,p131354,block734,ENSG00000122194,6,161123270,161174347,protein_coding
p131304,p131354,block734,ENSG00000224371,6,161293920,161339681,lincRNA
p131304,p131354,block734,ENSG00000233342,6,161347401,161348194,lincRNA
p131304,p131354,block734,ENSG00000231863,6,161352112,161390803,antisense
p131304,p131354,block734,ENSG00000272841,6,161411350,161413374,antisense
p131304,p131354,block734,ENSG00000085511,6,161412759,161538417,protein_coding
p131304,p131354,block734,ENSG00000026652,6,161551011,161695093,protein_coding
p131304,p131354,block734,ENSG00000221021,6,162036098,162036191,miRNA
p131304,p131370,block734,ENSG00000112499,6,160592093,160698670,protein_coding
p131304,p131370,block734,ENSG00000230234,6,160693649,160697162,lincRNA
p131304,p131370,block734,ENSG00000146477,6,160769300,160876014,protein_coding
p131304,p131370,block734,ENSG00000198670,6,160952515,161087407,protein_coding
p131304,p131370,block734,ENSG00000224477,6,161119320,161121664,lincRNA
p131304,p131370,block734,ENSG00000122194,6,161123270,161174347,protein_coding
p131304,p131370,block734,ENSG00000224371,6,161293920,161339681,lincRNA
p131304,p131370,block734,ENSG00000233342,6,161347401,161348194,lincRNA
p131304,p131370,block734,ENSG00000231863,6,161352112,161390803,antisense
p131304,p131370,block734,ENSG00000272841,6,161411350,161413374,antisense
p131304,p131370,block734,ENSG00000085511,6,161412759,161538417,protein_coding
p131304,p131370,block734,ENSG00000026652,6,161551011,161695093,protein_coding
p131304,p131370,block734,ENSG00000221021,6,162036098,162036191,miRNA
p131304,p131380,block734,ENSG00000112499,6,160592093,160698670,protein_coding
p131304,p131380,block734,ENSG00000230234,6,160693649,160697162,lincRNA
p131304,p131380,block734,ENSG00000146477,6,160769300,160876014,protein_coding
p131304,p131380,block734,ENSG00000198670,6,160952515,161087407,protein_coding
p131304,p131380,block734,ENSG00000224477,6,161119320,161121664,lincRNA
p131304,p131380,block734,ENSG00000122194,6,161123270,161174347,protein_coding
p131304,p131380,block734,ENSG00000224371,6,161293920,161339681,lincRNA
p131304,p131380,block734,ENSG00000233342,6,161347401,161348194,lincRNA
p131304,p131380,block734,ENSG00000231863,6,161352112,161390803,antisense
p131304,p131380,block734,ENSG00000272841,6,161411350,161413374,antisense
p131304,p131380,block734,ENSG00000085511,6,161412759,161538417,protein_coding
p131304,p131380,block734,ENSG00000026652,6,161551011,161695093,protein_coding
p131304,p131380,block734,ENSG00000221021,6,162036098,162036191,miRNA
p131306,p131324,block734,ENSG00000112499,6,160592093,160698670,protein_coding
p131306,p131324,block734,ENSG00000230234,6,160693649,160697162,lincRNA
p131306,p131324,block734,ENSG00000146477,6,160769300,160876014,protein_coding
p131306,p131324,block734,ENSG00000198670,6,160952515,161087407,protein_coding
p131306,p131324,block734,ENSG00000224477,6,161119320,161121664,lincRNA
p131306,p131324,block734,ENSG00000122194,6,161123270,161174347,protein_coding
p131306,p131324,block734,ENSG00000224371,6,161293920,161339681,lincRNA
p131306,p131324,block734,ENSG00000233342,6,161347401,161348194,lincRNA
p131306,p131324,block734,ENSG00000231863,6,161352112,161390803,antisense
p131306,p131324,block734,ENSG00000272841,6,161411350,161413374,antisense
p131306,p131324,block734,ENSG00000085511,6,161412759,161538417,protein_coding
p131306,p131324,block734,ENSG00000026652,6,161551011,161695093,protein_coding
p131306,p131324,block734,ENSG00000221021,6,162036098,162036191,miRNA
p131306,p131354,block734,ENSG00000112499,6,160592093,160698670,protein_coding
p131306,p131354,block734,ENSG00000230234,6,160693649,160697162,lincRNA
p131306,p131354,block734,ENSG00000146477,6,160769300,160876014,protein_coding
p131306,p131354,block734,ENSG00000198670,6,160952515,161087407,protein_coding
p131306,p131354,block734,ENSG00000224477,6,161119320,161121664,lincRNA
p131306,p131354,block734,ENSG00000122194,6,161123270,161174347,protein_coding
p131306,p131354,block734,ENSG00000224371,6,161293920,161339681,lincRNA
p131306,p131354,block734,ENSG00000233342,6,161347401,161348194,lincRNA
p131306,p131354,block734,ENSG00000231863,6,161352112,161390803,antisense
p131306,p131354,block734,ENSG00000272841,6,161411350,161413374,antisense
p131306,p131354,block734,ENSG00000085511,6,161412759,161538417,protein_coding
p131306,p131354,block734,ENSG00000026652,6,161551011,161695093,protein_coding
p131306,p131354,block734,ENSG00000221021,6,162036098,162036191,miRNA
p131306,p131370,block734,ENSG00000112499,6,160592093,160698670,protein_coding
p131306,p131370,block734,ENSG00000230234,6,160693649,160697162,lincRNA
p131306,p131370,block734,ENSG00000146477,6,160769300,160876014,protein_coding
p131306,p131370,block734,ENSG00000198670,6,160952515,161087407,protein_coding
p131306,p131370,block734,ENSG00000224477,6,161119320,161121664,lincRNA
p131306,p131370,block734,ENSG00000122194,6,161123270,161174347,protein_coding
p131306,p131370,block734,ENSG00000224371,6,161293920,161339681,lincRNA
p131306,p131370,block734,ENSG00000233342,6,161347401,161348194,lincRNA
p131306,p131370,block734,ENSG00000231863,6,161352112,161390803,antisense
p131306,p131370,block734,ENSG00000272841,6,161411350,161413374,antisense
p131306,p131370,block734,ENSG00000085511,6,161412759,161538417,protein_coding
p131306,p131370,block734,ENSG00000026652,6,161551011,161695093,protein_coding
p131306,p131370,block734,ENSG00000221021,6,162036098,162036191,miRNA
p131306,p131380,block734,ENSG00000112499,6,160592093,160698670,protein_coding
p131306,p131380,block734,ENSG00000230234,6,160693649,160697162,lincRNA
p131306,p131380,block734,ENSG00000146477,6,160769300,160876014,protein_coding
p131306,p131380,block734,ENSG00000198670,6,160952515,161087407,protein_coding
p131306,p131380,block734,ENSG00000224477,6,161119320,161121664,lincRNA
p131306,p131380,block734,ENSG00000122194,6,161123270,161174347,protein_coding
p131306,p131380,block734,ENSG00000224371,6,161293920,161339681,lincRNA
p131306,p131380,block734,ENSG00000233342,6,161347401,161348194,lincRNA
p131306,p131380,block734,ENSG00000231863,6,161352112,161390803,antisense
p131306,p131380,block734,ENSG00000272841,6,161411350,161413374,antisense
p131306,p131380,block734,ENSG00000085511,6,161412759,161538417,protein_coding
p131306,p131380,block734,ENSG00000026652,6,161551011,161695093,protein_coding
p131306,p131380,block734,ENSG00000221021,6,162036098,162036191,miRNA
p131306,p131390,block734,ENSG00000112499,6,160592093,160698670,protein_coding
